id,Make,Model,Aircraft.damage,Aircraft.Category,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Injury.Severity,Event.Date,Amateur.Built,Engine.Type,Weather.Condition,Number.of.Engines,Purpose.of.flight,Broad.phase.of.flight,total_passengers,likelihood_serious_fatal,Destroyed?
242,Alon,A2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-02-12,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
668,Universal Aircraft Industries,GC-1B,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1986-02-12,No,Reciprocating,VMC,1.0,Personal,Taxi,4.0,0.0,0
770,Consolidated Aeronautics Inc.,LAKE LA-4-200,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-02-19,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,1.0,1
203,Navion,A,Destroyed,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1986-02-21,No,Reciprocating,IMC,1.0,Personal,Cruise,4.0,0.0,1
181,Gulfstream,690C,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-02-27,No,Turbo Prop,VMC,2.0,Personal,Maneuvering,2.0,0.0,0
487,Dassault,DA-10,Substantial,Airplane,0.0,0.0,5.0,1.0,Non-Fatal,1986-02-27,No,Turbo Fan,VMC,2.0,Executive/corporate,Cruise,6.0,0.0,0
149,Gulfstream,500S,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1986-02-28,No,Reciprocating,VMC,2.0,Personal,Climb,3.0,0.0,0
233,Callair,A-9B,Destroyed,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-03-08,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,1
170,"Smith, Ted Aerostar",601P AEROSTAR,Substantial,Airplane,0.0,0.0,1.0,3.0,Non-Fatal,1986-03-09,No,Reciprocating,IMC,2.0,Business,Approach,4.0,0.0,0
548,Embraer,EMB-110P1,Destroyed,Airplane,3.0,5.0,1.0,0.0,Fatal(3),1986-03-13,No,Turbo Prop,IMC,2.0,Unknown,Approach,9.0,0.8888888888888888,1
264,Gulfstream American,AA-1,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1986-03-16,No,Reciprocating,VMC,1.0,Instructional,Approach,2.0,0.5,0
680,Navion,H,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-03-23,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
835,Socata,MS894A,Substantial,Airplane,0.0,2.0,1.0,1.0,Non-Fatal,1986-03-25,No,Reciprocating,VMC,1.0,Personal,Approach,4.0,0.5,0
31,Israel Aircraft Industries,1124A,Destroyed,Airplane,7.0,0.0,0.0,0.0,Fatal(7),1986-04-04,No,Turbo Fan,VMC,2.0,Business,Climb,7.0,1.0,1
618,Fairchild Hiller,FH-1100,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-04-08,No,Turbo Shaft,VMC,1.0,Instructional,Maneuvering,1.0,0.0,0
667,Temco,GC-1B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-04-08,No,Reciprocating,VMC,1.0,Instructional,Landing,2.0,0.0,0
352,Beagle Aircraft,B206-2,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-04-11,No,Reciprocating,VMC,2.0,Personal,Takeoff,2.0,1.0,1
930,Aerotek,PITTS-S-1S,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-04-11,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
918,Aerotek,PITTS S-2A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-04-12,No,Reciprocating,VMC,1.0,Personal,Taxi,2.0,0.0,0
788,Rolladen-schneider,LS-4,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-04-20,No,Unknown,VMC,0.0,Personal,Maneuvering,2.0,0.0,0
258,Ltv Aerospace Industries,A7E,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-04-20,No,Turbo Fan,VMC,1.0,Unknown,Maneuvering,2.0,0.0,0
770,Consolidated Aeronautics Inc.,LAKE LA-4-200,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-04-22,No,Reciprocating,VMC,1.0,Instructional,Landing,1.0,0.0,0
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-04-26,No,Turbo Shaft,VMC,1.0,Positioning,Cruise,1.0,0.0,1
48,Interstate,15B2,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1986-04-26,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
755,Let,L-13,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-04-27,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
509,Glaser-dirks,DIRK-DG-400,Destroyed,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1986-04-28,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
473,Wing Aircraft Co.,D-1,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-04-30,No,Reciprocating,VMC,2.0,Personal,Cruise,1.0,1.0,0
882,Partenavia,P68C,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-05-01,No,Reciprocating,IMC,2.0,Public Aircraft,Cruise,1.0,1.0,1
754,Consolidated-vultee,L-13,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-05-01,No,Reciprocating,VMC,1.0,Business,Takeoff,1.0,0.0,0
498,Glaser-dirks,DG-400,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-05-04,No,Reciprocating,VMC,1.0,Personal,Descent,1.0,0.0,0
183,Gulfstream,690D,Destroyed,Airplane,6.0,0.0,0.0,0.0,Fatal(6),1986-05-07,No,Turbo Prop,IMC,2.0,Business,Descent,6.0,1.0,1
624,Brewster,FLEET 7,Substantial,Airplane,0.0,0.0,1.0,1.0,Non-Fatal,1986-05-07,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-05-10,No,Reciprocating,VMC,1.0,Aerial Application,Landing,1.0,0.0,0
71,Varga,2150A,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-05-16,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
949,Wsk,PZL-M-18,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-05-16,No,Reciprocating,VMC,1.0,Public Aircraft,Takeoff,1.0,1.0,0
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-05-23,No,Reciprocating,VMC,1.0,Aerial Application,Cruise,1.0,0.0,0
924,Aerotek,PITTS S2A,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-05-24,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
819,Hispano Aviacion,ME109,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-05-28,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
539,Eagle Aircraft Co.,EAGLE DW-1,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-05-28,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,1.0,0
298,"Smith, Ted Aerostar",AEROSTAR 600,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-05-29,No,Reciprocating,IMC,2.0,Personal,Takeoff,2.0,1.0,1
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-05-29,No,Reciprocating,VMC,1.0,Other Work Use,Takeoff,1.0,0.0,0
61,Meyers Aircraft Co.,200B,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-05-31,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,1
567,Forney,F-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-01,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
327,Air,AT301,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-02,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,1
1002,North American Rockwell Corp.,S2-R,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-02,No,Reciprocating,VMC,1.0,Aerial Application,Climb,1.0,0.0,0
250,Rose,A4C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-03,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
265,American,AA-1 YANKEE,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1986-06-04,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.5,0
63,Varga,2050A,Destroyed,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1986-06-07,No,Reciprocating,VMC,1.0,Instructional,Approach,2.0,0.0,1
203,Navion,A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-13,No,Reciprocating,VMC,1.0,Personal,Taxi,1.0,0.0,0
461,Glasflugel,CLUB LIBELLE 205,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-06-15,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
639,Burkhart Grob,G-103A,Destroyed,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-06-26,No,Unknown,VMC,0.0,Personal,Takeoff,2.0,0.0,1
119,Martin Company,404,Destroyed,Airplane,3.0,0.0,0.0,0.0,Fatal(3),1986-06-27,No,Reciprocating,VMC,2.0,Aerial Application,Takeoff,3.0,1.0,1
242,Alon,A2,Destroyed,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-06-28,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,0.0,1
1142,Culver,V,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-06-28,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,0.0,0
918,Aerotek,PITTS S-2A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-07-10,No,Reciprocating,VMC,1.0,Instructional,Takeoff,2.0,0.0,0
267,American Aviation Corp. (aac),AA-1A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-07-13,No,Reciprocating,UNK,1.0,Business,Descent,1.0,1.0,1
234,Burkhart Grob,A103 TWIN II,Substantial,Airplane,1.0,0.0,0.0,1.0,Fatal(1),1986-07-16,No,Unknown,VMC,0.0,Personal,Landing,2.0,0.5,0
441,Bell-campbell,CHG-2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-07-18,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
637,Burkhart Grob,G-102 ASTIR CS,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-07-26,No,Unknown,VMC,0.0,Personal,Maneuvering,1.0,1.0,1
733,Mcculloch,J-2,Destroyed,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-07-27,No,Reciprocating,VMC,1.0,Personal,Descent,2.0,0.0,1
203,Navion,A,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1986-07-27,No,Reciprocating,VMC,1.0,Personal,Go-around,4.0,0.0,0
987,Interstate,S-1B2,Substantial,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-07-27,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,1.0,0
262,American Aviation Corp. (aac),AA-1,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-07-28,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
261,American,AA-1,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-07-29,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,1
866,Schempp-hirth,NIMBUS IIIT,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-07-30,No,Reciprocating,VMC,1.0,Personal,Go-around,1.0,0.0,0
667,Temco,GC-1B,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-07-30,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
71,Varga,2150A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-07-31,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
504,Hawker Siddeley,DH-125-1A,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-08-02,No,Turbo Jet,VMC,2.0,Personal,Landing,2.0,1.0,1
65,"Thorp Aero, Inc.",211,Substantial,Airplane,0.0,0.0,1.0,1.0,Non-Fatal,1986-08-03,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.0,0
474,Navion,D-16,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1986-08-04,No,Reciprocating,VMC,2.0,Personal,Takeoff,3.0,0.0,0
571,Forney,F-1A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-08-05,No,Reciprocating,IMC,1.0,Personal,Cruise,1.0,0.0,0
667,Temco,GC-1B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-08-08,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,0.0,0
1063,Glasflugel,STANDARD LIBELLE,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-08-09,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
910,Molino Oy,PIK-20B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-08-09,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
740,Curtiss,JN4-D,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1986-08-17,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
966,Republic,RC-3,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-08-20,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
728,I.c.a. Brasov,IS-28M2,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1986-08-23,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
1148,Schempp-hirth,VENTUS A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-08-24,No,Unknown,VMC,0.0,Personal,Takeoff,1.0,1.0,1
92,Great Lakes,2T-1A-2,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-08-30,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
952,Eipper,QUICKSILVER MX 2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-08-30,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
92,Great Lakes,2T-1A-2,Destroyed,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1986-08-31,No,Reciprocating,VMC,1.0,Personal,Descent,2.0,1.0,1
919,Aerotek,PITTS S-2B,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-08-31,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,0.0,1
655,Burkhart Grob,G102 III B,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-09-05,No,Unknown,VMC,0.0,Personal,Descent,1.0,1.0,1
478,Cameron,D-50,Minor,Airplane,0.0,0.0,0.0,1.0,Incident,1986-09-07,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
673,Temco,GLODE SWIFT,Destroyed,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1986-09-11,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,0.0,1
204,Ryan-navion,A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-09-14,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-09-17,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
903,Eagle Aircraft Co.,PERFORMANCE,Destroyed,Airplane,0.0,0.0,1.0,1.0,Non-Fatal,1986-09-19,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,1
320,Alexander,AS-K13,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-09-20,No,Unknown,VMC,0.0,Personal,Takeoff,2.0,0.0,0
1059,Nord (sncan),STAMPE SV4C,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-09-21,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
733,Mcculloch,J-2,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-09-26,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
1164,White Lightning Aircraft Corp.,WLAC-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-09-27,No,Reciprocating,IMC,1.0,Personal,Cruise,1.0,0.0,0
335,Barnes,AX-7,Destroyed,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1986-09-28,No,Unknown,VMC,0.0,Personal,Cruise,3.0,0.0,1
0,Cameron,0-77,Destroyed,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-09-30,No,Unknown,VMC,1.0,Other Work Use,Landing,2.0,0.0,1
911,Eiriavion Oy,PIK-20E,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-05,No,Reciprocating,VMC,1.0,Personal,Descent,1.0,0.0,0
1119,Teal,TSC-1A2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-07,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
298,"Smith, Ted Aerostar",AEROSTAR 600,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-07,No,Reciprocating,IMC,2.0,Unknown,Landing,1.0,0.0,0
755,Let,L-13,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-08,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
391,Britten-norman,BN-2A-20,Substantial,Airplane,0.0,0.0,0.0,6.0,Non-Fatal,1986-10-10,No,Reciprocating,VMC,2.0,Unknown,Landing,6.0,0.0,0
755,Let,L-13,Minor,Airplane,0.0,1.0,0.0,1.0,Non-Fatal,1986-10-12,No,Unknown,VMC,0.0,Unknown,Approach,2.0,0.5,0
763,Buhl,LA-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-16,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
27,Gulfstream American,112,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-10-18,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,1
985,Interstate,S-1B1,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-10-21,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,1.0,0
1020,Short Brothers,SC7,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-10-21,No,Turbo Prop,VMC,1.0,Unknown,Landing,2.0,0.0,0
935,Artic Aircraft Corp.,PRIVATEER S4,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1986-10-23,No,Reciprocating,VMC,1.0,Personal,Takeoff,3.0,0.0,0
808,Murrayair,MA-1,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-10-28,No,Reciprocating,VMC,1.0,Aerial Application,Standing,1.0,0.0,1
1012,Fairchild Swearingen,SA-226TC,Substantial,Airplane,0.0,1.0,2.0,11.0,Non-Fatal,1986-10-30,No,Turbo Prop,VMC,2.0,Unknown,Landing,14.0,0.07142857142857142,0
367,British Aerospace,BAE 146-200,Minor,Airplane,0.0,0.0,0.0,42.0,Incident,1986-10-31,No,Turbo Fan,VMC,4.0,Unknown,Takeoff,42.0,0.0,0
326,Snow,AT-301,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1986-11-01,No,Reciprocating,VMC,1.0,Aerial Application,Takeoff,1.0,0.0,0
169,"Smith, Ted Aerostar",601P,Destroyed,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1986-11-04,No,Reciprocating,VMC,2.0,Business,Cruise,2.0,0.0,1
21,Burkhart Grob,109B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-11-15,No,Reciprocating,VMC,1.0,Instructional,Takeoff,2.0,0.0,0
280,Gulfstream,AA-5B,Substantial,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1986-11-21,No,Reciprocating,VMC,1.0,Instructional,Approach,2.0,1.0,0
189,Boeing Stearman,75,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1986-11-22,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,1.0,0
360,British Aerospace,BA-31,Minor,Airplane,0.0,0.0,0.0,12.0,Incident,1986-11-25,No,Turbo Prop,VMC,2.0,Unknown,Taxi,12.0,0.0,0
680,Navion,H,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1986-11-27,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.5,0
1048,North American-maslon,SNJ-4,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-11-28,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
28,North American Rockwell Corp.,112,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1986-12-07,No,Reciprocating,IMC,1.0,Personal,Approach,1.0,1.0,1
921,Christen Industries,PITTS S-2B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1986-12-14,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
401,Embraer,BRASILIA EMB-120,Minor,Airplane,0.0,0.0,0.0,6.0,Incident,1986-12-23,No,Turbo Prop,VMC,2.0,Unknown,Cruise,6.0,0.0,0
596,Fokker,F28 MK4000,Minor,Airplane,0.0,1.0,0.0,78.0,Non-Fatal,1986-12-30,No,Turbo Jet,VMC,2.0,Unknown,Standing,79.0,0.012658227848101266,0
267,American Aviation Corp. (aac),AA-1A,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1986-12-30,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
71,Varga,2150A,Substantial,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1987-01-04,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,0
428,Intermountain Mfg. (imco),CALLAIR A-9,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1987-01-09,No,Reciprocating,VMC,1.0,Business,Takeoff,1.0,0.0,0
301,"Smith, Ted Aerostar",AEROSTAR 601,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1987-01-10,No,Reciprocating,VMC,2.0,Personal,Approach,2.0,0.0,0
1182,Nihon,YS-11A-500,Minor,Airplane,0.0,0.0,0.0,3.0,Incident,1987-01-13,No,Turbo Prop,VMC,2.0,Instructional,Maneuvering,3.0,0.0,0
239,Agusta,A109AII,Substantial,Airplane,0.0,0.0,7.0,0.0,Non-Fatal,1987-01-13,No,Turbo Shaft,VMC,2.0,Executive/corporate,Takeoff,7.0,0.0,0
70,Morrisey,2150A,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1987-01-16,No,Reciprocating,IMC,1.0,Personal,Maneuvering,2.0,1.0,1
520,Dornier,DO228,Minor,Airplane,0.0,0.0,0.0,6.0,Incident,1987-01-19,No,Turbo Prop,IMC,2.0,Unknown,Descent,6.0,0.0,0
811,Emroth Emair,MA-1B,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1987-01-20,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,1.0,1
549,Embraer,EMB-120,Minor,Airplane,0.0,0.0,0.0,10.0,Incident,1987-01-23,No,Turbo Prop,VMC,2.0,Unknown,Landing,10.0,0.0,0
365,British Aircraft Corp. (bac),BAC 1-11 201,Minor,Airplane,0.0,0.0,0.0,38.0,Incident,1987-01-28,No,Turbo Fan,VMC,2.0,Unknown,Taxi,38.0,0.0,0
11,Burkhart Grob,103A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1987-02-01,No,Unknown,VMC,0.0,Personal,Landing,2.0,0.0,0
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1987-02-24,No,Reciprocating,VMC,1.0,Aerial Application,Takeoff,1.0,0.0,0
113,Gates Learjet,35A,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1987-02-26,No,Turbo Jet,IMC,2.0,Unknown,Takeoff,3.0,0.0,0
364,British Aerospace,BA146-200A,Substantial,Airplane,0.0,0.0,0.0,87.0,Non-Fatal,1987-02-27,No,Turbo Fan,VMC,4.0,Unknown,Cruise,87.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1987-02-28,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
770,Consolidated Aeronautics Inc.,LAKE LA-4-200,Destroyed,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1987-03-01,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.0,1
420,Casa,C-212-CC,Destroyed,Airplane,9.0,7.0,6.0,0.0,Fatal(9),1987-03-04,No,Turbo Prop,VMC,2.0,Unknown,Approach,22.0,0.7272727272727273,1
545,Embraer,EMB-110,Substantial,Airplane,0.0,0.0,0.0,5.0,Non-Fatal,1987-03-05,No,Turbo Prop,VMC,2.0,Unknown,Descent,5.0,0.0,0
289,American,AA5,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1987-03-08,No,Reciprocating,VMC,1.0,Personal,Cruise,3.0,0.0,0
1038,Saab-fairchild,SF340A,Minor,Airplane,0.0,0.0,0.0,1.0,Incident,1987-03-09,No,Turbo Prop,VMC,2.0,Unknown,Unknown,1.0,0.0,0
755,Let,L-13,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1987-03-14,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
426,Culver,CADET LFA,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1987-03-23,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
470,Convair,CV-580,Substantial,Airplane,0.0,0.0,0.0,11.0,Non-Fatal,1987-03-24,No,Turbo Prop,VMC,2.0,Unknown,Takeoff,11.0,0.0,0
235,Agusta,A109,Minor,Airplane,0.0,0.0,0.0,3.0,Incident,1987-03-30,No,Turbo Shaft,VMC,2.0,Unknown,Taxi,3.0,0.0,0
53,Air & Space,18A,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1987-04-05,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
304,"Smith, Ted Aerostar",AEROSTAR 601P,Minor,Airplane,0.0,0.0,0.0,5.0,Incident,1987-04-17,No,Reciprocating,VMC,2.0,Personal,Climb,5.0,0.0,0
132,Aircoupe,415D,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1987-04-17,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,0.0,0
