id,Make,Model,Aircraft.damage,Aircraft.Category,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Injury.Severity,Event.Date,Amateur.Built,Engine.Type,Weather.Condition,Number.of.Engines,Purpose.of.flight,Broad.phase.of.flight,total_passengers,likelihood_serious_fatal,Destroyed?
452,Canadair,CL-600-1A11,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-01-03,No,Turbo Fan,VMC,2.0,Executive/corporate,Approach,2.0,1.0,1
1118,Teal,TSC-1A,Destroyed,Airplane,1.0,0.0,1.0,0.0,Fatal(1),1983-01-06,No,Reciprocating,UNK,1.0,Personal,Maneuvering,2.0,0.5,1
154,Convair,580-11-A,Substantial,Airplane,1.0,1.0,0.0,31.0,Fatal(1),1983-01-09,No,Reciprocating,IMC,2.0,Unknown,Landing,33.0,0.06060606060606061,0
30,Israel Aircraft Industries,1124,Substantial,Airplane,0.0,0.0,0.0,8.0,Non-Fatal,1983-01-19,No,Turbo Fan,VMC,2.0,Executive/corporate,Takeoff,8.0,0.0,0
160,"Smith, Ted Aerostar",600 AEROSTAR,Minor,Airplane,0.0,0.0,0.0,1.0,Incident,1983-01-24,No,Reciprocating,VMC,2.0,Unknown,Landing,1.0,0.0,0
76,Gates Learjet,24,Minor,Airplane,0.0,0.0,0.0,3.0,Incident,1983-01-26,No,Turbo Jet,VMC,2.0,Unknown,Landing,3.0,0.0,0
315,Gulfstream,AMERICAN AA-5B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-02-01,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
545,Embraer,EMB-110,Minor,Airplane,0.0,0.0,0.0,18.0,Incident,1983-02-04,No,Turbo Prop,VMC,2.0,Unknown,Cruise,18.0,0.0,0
785,Gates Learjet,LR24DXR,Minor,Airplane,0.0,0.0,0.0,3.0,Incident,1983-02-06,No,Turbo Jet,VMC,2.0,Business,Landing,3.0,0.0,0
635,Navion,G,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-02-07,No,Reciprocating,VMC,1.0,Business,Cruise,2.0,1.0,1
753,Scheibe Flugzeugbau,L SPATZ-55,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-02-21,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
342,Eagle (ultralight),B,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-02-21,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
644,Gulfstream,G-164A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-10,No,Reciprocating,VMC,1.0,Aerial Application,Landing,1.0,0.0,0
661,Burkhart Grob,G10Z ASTIR CS,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-12,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
953,Quicksilver,QUICKSILVER MX II,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-03-14,No,Reciprocating,VMC,1.0,Unknown,Takeoff,2.0,0.0,0
2,Weedhopper,1,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-03-15,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
463,Gulfstream,COMMANDER 695,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1983-03-16,No,Turbo Prop,IMC,2.0,Executive/corporate,Takeoff,4.0,0.0,0
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-03-18,No,Turbo Shaft,VMC,1.0,Personal,Cruise,1.0,1.0,1
716,Gemini Int'l.,HUMINGBIRD,Substantial,Airplane,0.0,1.0,0.0,1.0,Non-Fatal,1983-03-19,No,Reciprocating,VMC,2.0,Personal,Takeoff,2.0,0.5,0
906,Molino Oy,PIK 20,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-19,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
388,Britten-norman,BN-2 MARK III,Minor,Airplane,0.0,0.0,2.0,11.0,Incident,1983-03-21,No,Reciprocating,IMC,3.0,Unknown,Cruise,13.0,0.0,0
279,American,AA-5B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-21,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,0.0,0
89,Consolidated-vultee,28-5ACF,Substantial,Airplane,0.0,0.0,0.0,5.0,Non-Fatal,1983-03-22,No,Reciprocating,VMC,2.0,Aerial Observation,Cruise,5.0,0.0,0
814,Murrayair,MA1B,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-03-24,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,1.0,1
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-26,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
85,Gates Learjet,25,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-03-30,No,Turbo Jet,VMC,2.0,Unknown,Landing,2.0,1.0,1
150,"Anderson, Greenwood",51,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-03-31,No,Reciprocating,VMC,1.0,Business,Taxi,1.0,0.0,0
883,Partenavia,P68C/TC,Substantial,Airplane,0.0,0.0,1.0,4.0,Non-Fatal,1983-04-01,No,Reciprocating,VMC,2.0,Unknown,Approach,5.0,0.0,0
113,Gates Learjet,35A,Minor,Airplane,0.0,0.0,0.0,2.0,Incident,1983-04-04,No,Turbo Fan,VMC,2.0,Ferry,Descent,2.0,0.0,0
130,Erco,415C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-04-04,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
209,Mitchell,A-10,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-04-06,No,Reciprocating,VMC,1.0,Unknown,Approach,1.0,1.0,1
113,Gates Learjet,35A,Substantial,Airplane,0.0,0.0,0.0,6.0,Non-Fatal,1983-04-06,No,Turbo Fan,IMC,2.0,Executive/corporate,Approach,6.0,0.0,0
394,Britten-norman,BN-2A-8,Substantial,Airplane,2.0,1.0,0.0,0.0,Fatal(2),1983-04-07,No,Reciprocating,VMC,2.0,Business,Cruise,3.0,1.0,0
71,Varga,2150A,Substantial,Airplane,0.0,0.0,0.0,3.0,Non-Fatal,1983-04-10,No,Reciprocating,VMC,1.0,Personal,Approach,3.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-04-10,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
71,Varga,2150A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-04-24,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
666,Swift,GC-1B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-04-27,No,Reciprocating,VMC,1.0,Unknown,Landing,2.0,0.0,0
538,American,EAGLE 430B,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-04-28,No,Reciprocating,VMC,1.0,Personal,Unknown,1.0,1.0,0
288,Gulfstream American,AA1B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-01,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
1007,North American Rockwell Corp.,S2R800,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-04,No,Reciprocating,VMC,1.0,Aerial Application,Takeoff,1.0,0.0,1
1013,Fairchild Swearingen,SA226T,Minor,Airplane,0.0,0.0,0.0,2.0,Incident,1983-05-06,No,Turbo Prop,VMC,2.0,Instructional,Landing,2.0,0.0,0
837,Eippen Aircraft,MX-2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-06,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.0,0
92,Great Lakes,2T-1A-2,Destroyed,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1983-05-12,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,1.0,1
567,Forney,F-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-14,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
1011,Sud Aviation,SA 318C,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1983-05-20,No,Turbo Shaft,VMC,1.0,Unknown,Landing,4.0,0.0,0
423,Curtiss-wright,C-46F,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-21,No,Reciprocating,VMC,2.0,Unknown,Cruise,2.0,0.0,0
91,Great Lakes,2T-1A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-22,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,0.0,0
123,Aircoupe,415-C,Substantial,Airplane,0.0,0.0,1.0,1.0,Non-Fatal,1983-05-22,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
233,Callair,A-9B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-23,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
629,Siai-marchetti,FN333,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-25,No,Reciprocating,VMC,1.0,Personal,Taxi,1.0,0.0,1
618,Fairchild Hiller,FH-1100,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1983-05-25,No,Turbo Shaft,VMC,1.0,Business,Takeoff,4.0,0.0,0
730,I.c.a. Brasov,IS-29D,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-26,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
255,Boeing Stearman,A75N1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-05-27,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
1107,Waspair,TOMCAT,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-05-27,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
859,Ryan-navion,NAV 4,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-05-28,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
286,Gulfstream American,AA1A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-29,No,Reciprocating,VMC,1.0,Personal,Descent,2.0,0.0,0
951,Eipper,QUICKSILVER MX,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-05-29,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,1.0,0
986,Artic Aircraft Corp.,S-1B2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-05-30,No,Reciprocating,VMC,1.0,Personal,Taxi,2.0,0.0,0
1005,Snow,S2C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-03,No,Reciprocating,VMC,1.0,Aerial Application,Cruise,1.0,0.0,0
18,Burkhart Grob,109,Substantial,Airplane,0.0,1.0,1.0,0.0,Non-Fatal,1983-06-05,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.5,0
117,Dg,400,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-05,No,Reciprocating,VMC,1.0,Personal,Taxi,1.0,0.0,0
789,Rolladen-schneider,LS-4A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-08,No,Unknown,VMC,0.0,Personal,Landing,1.0,0.0,0
755,Let,L-13,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-10,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
755,Let,L-13,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-06-11,No,Unknown,VMC,0.0,Personal,Landing,2.0,0.0,0
653,Burkhart Grob,G102,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1983-06-12,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,0
873,Meyers Aircraft Co.,OTW,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1983-06-14,No,Reciprocating,VMC,1.0,Personal,Cruise,2.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-06-18,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,0
1049,Eastern Ultralight,SNOOP,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-06-19,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,0
1134,Garlick,UH-1B/204,Destroyed,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1983-06-24,No,Turbo Shaft,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,1
167,"Smith, Ted Aerostar",601A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-06-24,No,Reciprocating,VMC,2.0,Personal,Go-around,1.0,1.0,1
541,American Aerolights,EAGLE XL,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-06-26,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,1
115,"Rotec Engineering, Inc.",3A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-06-26,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
324,Pterodactyl,ASCENDER II,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-06-27,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,1
523,Eagle Aircraft Co.,DW-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-29,No,Reciprocating,VMC,1.0,Aerial Application,Landing,1.0,0.0,0
729,I.c.a. Brasov,IS-2902,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-06-30,No,Unknown,VMC,0.0,Personal,Takeoff,1.0,0.0,0
303,"Smith, Ted Aerostar",AEROSTAR 601B,Substantial,Airplane,0.0,0.0,0.0,5.0,Non-Fatal,1983-07-01,No,Reciprocating,VMC,2.0,Personal,Cruise,5.0,0.0,0
1079,Hamilton,T-28R-2,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-07-02,No,Reciprocating,VMC,1.0,Personal,Approach,2.0,1.0,1
907,Eiriavion Oy,PIK 20E,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-07-03,No,Reciprocating,VMC,1.0,Personal,Go-around,1.0,0.0,0
541,American Aerolights,EAGLE XL,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-07-04,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,1
323,Pterodactyl,ASCENDER,Minor,Airplane,0.0,1.0,0.0,1.0,Non-Fatal,1983-07-10,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,0.5,0
323,Pterodactyl,ASCENDER,Destroyed,Airplane,0.0,1.0,0.0,1.0,Non-Fatal,1983-07-10,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,0.5,1
209,Mitchell,A-10,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-07-10,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,1
421,Curtiss,C-46A,Substantial,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1983-07-10,No,Reciprocating,VMC,2.0,Business,Landing,2.0,1.0,0
137,Convair,440,Minor,Airplane,0.0,0.0,0.0,8.0,Incident,1983-07-12,No,Reciprocating,VMC,2.0,Unknown,Climb,8.0,0.0,0
792,Rolladen-schneider,LS3-A,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-07-13,No,Unknown,VMC,0.0,Personal,Cruise,1.0,1.0,1
685,Kaman,H-43B,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-07-14,No,Turbo Shaft,VMC,1.0,Other Work Use,Maneuvering,1.0,1.0,1
335,Barnes,AX-7,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-07-16,No,Unknown,VMC,0.0,Instructional,Landing,1.0,0.0,1
269,Gulfstream American,AA-1A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-07-16,No,Reciprocating,VMC,1.0,Personal,Go-around,1.0,0.0,0
174,North American Rockwell Corp.,680,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-07-28,No,Reciprocating,VMC,2.0,Ferry,Takeoff,2.0,1.0,1
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-07-28,No,Turbo Shaft,VMC,1.0,Unknown,Maneuvering,2.0,1.0,1
93,Great Lakes,2T-1A-Z,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-07-30,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
162,Snow,600-S2C,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-07-30,No,Reciprocating,VMC,1.0,Aerial Application,Cruise,1.0,0.0,1
960,"Rotec Engineering, Inc.",RALLY 3,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-07-31,No,Reciprocating,VMC,1.0,Instructional,Landing,2.0,0.0,0
280,Gulfstream,AA-5B,Substantial,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1983-08-01,No,Reciprocating,VMC,1.0,Personal,Landing,4.0,0.0,0
616,Goodyear,FG1D,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-03,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
583,Siai-marchetti,F.260C,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-08-06,No,Reciprocating,VMC,1.0,Unknown,Maneuvering,1.0,1.0,0
966,Republic,RC-3,Destroyed,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-08-07,No,Reciprocating,VMC,1.0,Personal,Landing,2.0,0.0,1
942,Pterodactyl,PTRAVLER,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-08-07,No,Reciprocating,VMC,1.0,Instructional,Takeoff,1.0,1.0,0
157,Aerostar,600,Substantial,Airplane,0.0,0.0,0.0,6.0,Non-Fatal,1983-08-09,No,Reciprocating,VMC,2.0,Personal,Cruise,6.0,0.0,0
242,Alon,A2,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-08-09,No,Reciprocating,VMC,1.0,Aerial Observation,Takeoff,2.0,0.0,0
144,Camair Aircraft Corp.,480,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1983-08-10,No,Reciprocating,VMC,2.0,Personal,Approach,1.0,0.0,0
618,Fairchild Hiller,FH-1100,Destroyed,Airplane,5.0,0.0,0.0,0.0,Fatal(5),1983-08-13,No,Turbo Shaft,VMC,1.0,Unknown,Unknown,5.0,1.0,1
1061,Schempp-hirth,STANDARD CIRRUS,Destroyed,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1983-08-14,No,Unknown,VMC,0.0,Personal,Approach,1.0,0.0,1
67,Casa,212-200 (CASA 212),Minor,Airplane,0.0,0.0,0.0,15.0,Incident,1983-08-15,No,Turbo Prop,VMC,2.0,Unknown,Landing,15.0,0.0,0
86,Gates Learjet,25B,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-08-17,No,Turbo Jet,VMC,2.0,Unknown,Takeoff,2.0,0.0,0
723,Condor,II,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-08-19,No,Reciprocating,VMC,1.0,Unknown,Takeoff,1.0,1.0,0
413,Boeing Vertol,BV-107-II,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-08-20,No,Turbo Shaft,VMC,2.0,Unknown,Maneuvering,2.0,1.0,1
918,Aerotek,PITTS S-2A,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-08-20,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
318,Arrow Aircraft Co.,ARROW SPORT,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-20,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,0.0,0
92,Great Lakes,2T-1A-2,Substantial,Airplane,0.0,0.0,2.0,0.0,Non-Fatal,1983-08-20,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
623,Manta Products,FLEDGE 2B-FOXBAT,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-08-21,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
261,American,AA-1,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-24,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,0.0,0
50,Air & Space,18-A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-27,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
1065,Starflight,STARFIRE,Minor,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-08-29,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
161,"Smith, Ted Aerostar",600-A,Destroyed,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-29,No,Reciprocating,VMC,2.0,Business,Takeoff,1.0,0.0,1
264,Gulfstream American,AA-1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-08-31,No,Reciprocating,VMC,1.0,Personal,Go-around,2.0,0.0,0
162,Snow,600-S2C,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-08-31,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
723,Condor,II,Substantial,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-09-02,No,Reciprocating,VMC,1.0,Personal,Maneuvering,1.0,1.0,0
966,Republic,RC-3,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-04,No,Reciprocating,VMC,1.0,Ferry,Takeoff,1.0,0.0,0
435,Bucker Flugzeugbau,CASA 1-131E,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-09-06,No,Reciprocating,VMC,1.0,Personal,Takeoff,2.0,0.0,0
954,Eipper,QUICKSILVER MXL,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-09-09,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,0
882,Partenavia,P68C,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-09-11,No,Reciprocating,VMC,2.0,Unknown,Maneuvering,1.0,1.0,1
1137,Hiller-soloy,UH12E,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-15,No,Turbo Shaft,VMC,1.0,Positioning,Cruise,1.0,0.0,0
1015,Sud Aviation,SA316B,Destroyed,Airplane,0.0,0.0,0.0,4.0,Non-Fatal,1983-09-17,No,Turbo Shaft,VMC,1.0,Unknown,Approach,4.0,0.0,1
694,Cgs Aviation,HAWK,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-09-20,No,Reciprocating,VMC,1.0,Personal,Approach,1.0,1.0,1
113,Gates Learjet,35A,Substantial,Airplane,0.0,0.0,1.0,8.0,Non-Fatal,1983-09-20,No,Turbo Jet,VMC,2.0,Executive/corporate,Landing,9.0,0.0,0
646,Gulfstream-schweizer,G-164B,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-22,No,Reciprocating,VMC,1.0,Aerial Application,Maneuvering,1.0,0.0,0
321,S.n.i.a.s.,AS350D,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-23,No,Turbo Shaft,VMC,1.0,Business,Cruise,1.0,0.0,0
731,I.c.a. Brasov,"IS28B2 ""LARK""",Substantial,Airplane,0.0,2.0,0.0,0.0,Non-Fatal,1983-09-24,No,Unknown,VMC,0.0,Personal,Approach,2.0,1.0,0
383,Robertson,BIRD,Minor,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-09-25,No,Reciprocating,VMC,1.0,Personal,Landing,1.0,1.0,0
896,Pilatus,PC-6/C-H2,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-25,No,Turbo Prop,VMC,1.0,Personal,Approach,1.0,0.0,0
989,Aerotek,S-2A,Substantial,Airplane,0.0,0.0,0.0,1.0,Non-Fatal,1983-09-25,No,Reciprocating,VMC,1.0,Business,Descent,1.0,0.0,0
266,American,AA-1A,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-10-07,No,Reciprocating,VMC,1.0,Instructional,Landing,2.0,0.0,0
711,Hawker Siddeley,HS-748-2A,Destroyed,Airplane,10.0,0.0,0.0,0.0,Fatal(10),1983-10-11,No,Turbo Prop,IMC,2.0,Unknown,Climb,10.0,1.0,1
984,Artic Aircraft Corp.,S-1A CADET,Substantial,Airplane,0.0,0.0,1.0,0.0,Non-Fatal,1983-10-11,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,0.0,0
358,Benson,B8M,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-10-16,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,0
3,British Aircraft Corp. (bac),1-11/204/AF,Minor,Airplane,0.0,0.0,0.0,49.0,Incident,1983-10-17,No,Turbo Jet,VMC,2.0,Unknown,Takeoff,49.0,0.0,0
106,Convair,340,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-10-26,No,Reciprocating,VMC,2.0,Unknown,Climb,2.0,0.0,0
553,Embraer,EMB110-P1,Substantial,Airplane,0.0,0.0,16.0,0.0,Non-Fatal,1983-10-28,No,Turbo Prop,VMC,2.0,Unknown,Approach,16.0,0.0,0
1108,Waspair,TOMCAT H.M. 81,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-10-30,No,Reciprocating,VMC,1.0,Unknown,Takeoff,1.0,1.0,0
1085,Mitchell,T10,Destroyed,Airplane,2.0,0.0,0.0,0.0,Fatal(2),1983-11-04,No,Reciprocating,VMC,1.0,Instructional,Cruise,2.0,1.0,1
773,Delts Wing Kites,LAZOR 170,Destroyed,Airplane,1.0,0.0,0.0,0.0,Fatal(1),1983-11-05,No,Reciprocating,VMC,1.0,Personal,Takeoff,1.0,1.0,1
222,Airbus Industrie,A-300B4-2C,Minor,Airplane,0.0,0.0,0.0,250.0,Incident,1983-11-06,No,Turbo Fan,VMC,2.0,Unknown,Takeoff,250.0,0.0,0
950,Eipper,QUICKSILVER E,Destroyed,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-11-06,No,Reciprocating,VMC,1.0,Personal,Cruise,1.0,1.0,1
153,Convair,580,Minor,Airplane,0.0,1.0,1.0,33.0,Non-Fatal,1983-11-06,No,Turbo Prop,VMC,2.0,Unknown,Approach,35.0,0.02857142857142857,0
919,Aerotek,PITTS S-2B,Destroyed,Airplane,1.0,1.0,0.0,0.0,Fatal(1),1983-11-08,No,Reciprocating,VMC,1.0,Personal,Maneuvering,2.0,1.0,1
829,Teman,MONO-FLY,Substantial,Airplane,0.0,1.0,0.0,0.0,Non-Fatal,1983-11-10,No,Unknown,VMC,1.0,Personal,Takeoff,1.0,1.0,0
282,American,AA1,Substantial,Airplane,0.0,0.0,0.0,2.0,Non-Fatal,1983-11-14,No,Reciprocating,VMC,1.0,Business,Cruise,2.0,0.0,0
